item_id,order_id,product_id,quantity,unit_price,category
I000005686,O0001917,P0233,5,435.2,home_garden
I000001955,O0000663,P0110,1,32.82,clothing
I000000349,O0000122,P0102,4,345.47,home_garden
I000002492,O0000842,P0333,8,243.84,sports
I000006042,O_GHOST_05255,P0047,3,201.3,food_drink
I000002303,O0000782,P0265,4,181.52,toys
I000001057,O0000364,P0266,2,262.92,books
I000003600,O0001223,P0268,3,78.81,books
I000001619,O0000550,P0239,8,94.43,electronics
I000001162,O0000394,P0006,4,3.63,books
I000005843,O0001960,P0255,4,263.07,food_drink
I000001143,O0000388,P0105,7,302.01,electronics
I000004049,O0001382,P0100,6,402.52,sports
I000003913,O0001335,P0251,2,146.6,food_drink
I000001807,O0000615,P0397,5,22.91,clothing
I000003670,O0001250,P0188,3,22.94,electronics
I000002333,O0000790,P0013,2,100.84,beauty
I000001957,O0000664,P0100,3,239.91,sports
I000004464,O0001518,P0258,8,451.68,home_garden
I000006106,O_GHOST_33486,P0344,7,237.61,clothing
I000000394,O0000139,P0367,1,351.99,beauty
I000002234,O0000758,P0223,7,275.41,clothing
I000001811,O0000616,P0208,8,222.5,home_garden
I000002835,O0000952,P0275,8,325.9,sports
I000004700,O0001600,P0230,5,145.4,home_garden
I000004940,O0001675,P0101,1,450.54,books
I000005744,O0001932,P0138,1,244.28,books
I000003016,O0001017,P0168,2,197.71,books
I000003564,O0001212,P0213,6,159.64,home_garden
I000004222,O0001441,P0281,2,362.34,beauty
I000000201,O0000071,P0356,1,234.8,sports
I000000912,O0000313,P0423,2,121.33,electronics
I000000781,O0000270,P0072,8,40.11,sports
I000003285,O0001116,P0395,3,29.32,books
I000005487,O0001851,P0047,4,29.15,beauty
I000004055,O0001384,P0227,7,262.93,toys
I000005140,O0001739,P0297,6,416.61,beauty
I000000824,O0000287,P0407,2,187.73,toys
I000003385,O0001145,P0144,8,403.46,clothing
I000000995,O0000342,P0454,8,222.53,electronics
I000005773,O0001940,P0159,5,450.41,food_drink
I000005096,O0001727,P0262,2,1.79,home_garden
I000000589,O0000207,P0464,8,230.71,clothing
I000003455,O0001167,P0411,6,484.79,food_drink
I000004013,O0001370,P0259,2,487.44,toys
I000001087,O0000373,P0360,3,435.25,food_drink
I000000003,O0000002,P0184,5,18.06,sports
I000003001,O0001012,P0480,1,298.01,home_garden
I000000393,O0000139,P0271,4,309.64,books
I000005440,O0001835,P0159,2,351.26,toys
I000000491,O0000172,P0182,4,28.1,electronics
I000004569,O0001554,P0485,3,296.54,books
I000001604,O0000545,P0477,3,54.97,beauty
I000006029,O_GHOST_51762,P0388,8,247.45,books
I000001199,O0000407,P0113,3,437.91,home_garden
I000000103,O0000039,P0461,4,345.93,clothing
I000006172,O_GHOST_72409,P0201,8,442.83,home_garden
I000003879,O0001323,P0327,7,419.59,food_drink
I000003342,O0001133,P0367,2,10.05,toys
I000005781,O0001942,P0215,4,114.32,clothing
I000005267,O0001783,P0094,5,289.49,books
I000003154,O0001072,P0289,1,407.64,electronics
I000005348,O0001811,P0152,2,258.99,books
I000006062,O_GHOST_56512,P0499,2,299.46,electronics
I000000529,O0000184,P0045,2,471.44,books
I000003408,O0001151,P0221,7,18.75,sports
I000001726,O0000588,P0373,9,45.97,clothing
I000005941,O0001991,P0002,9,264.4,home_garden
I000005406,O0001827,P0431,3,39.38,home_garden
I000002655,O0000896,P0188,5,166.13,electronics
I000002940,O0000990,P0222,7,349.78,toys
I000003604,O0001224,P0001,7,285.5,clothing
I000003381,O0001145,P0385,1,17.28,clothing
I000004868,O0001650,P0258,1,210.89,beauty
I000001122,O0000383,P0484,7,248.04,toys
I000001385,O0000467,P0066,3,260.7,home_garden
I000000825,O0000287,P0128,5,417.76,beauty
I000002368,O0000802,P0344,7,213.12,sports
I000004517,O0001535,P0015,4,151.97,beauty
I000000549,O0000192,P0043,5,337.9,food_drink
I000004080,O0001391,P0051,6,253.0,clothing
I000003790,O0001289,P0016,3,283.82,food_drink
I000000004,O0000002,P0174,3,482.26,clothing
I000001948,O0000660,P0204,1,57.87,sports
I000005488,O0001851,P0485,6,86.27,electronics
I000002156,O0000726,P0186,7,430.89,food_drink
I000001121,O0000383,P0046,1,202.43,home_garden
I000005811,O0001951,P0215,8,440.94,sports
I000002799,O0000942,P0292,1,269.23,food_drink
I000003439,O0001161,P0436,3,145.06,books
I000004092,O0001395,P0374,7,247.13,food_drink
I000003605,O0001224,P0343,2,492.69,food_drink
I000000438,O0000154,P0113,7,3.0,beauty
I000002898,O0000975,P0478,7,54.41,beauty
I000003175,O0001079,P0342,7,423.26,home_garden
I000005126,O0001736,P0363,3,292.55,home_garden
I000002281,O0000776,P0291,4,482.82,books
I000001230,O0000416,P0339,3,474.27,toys
I000005139,O0001739,P0467,1,160.96,beauty
I000006148,O_GHOST_37068,P0443,9,157.1,clothing
I000005763,O0001937,P0305,6,127.6,electronics
I000003711,O0001263,P0081,9,491.83,beauty
I000005839,O0001959,P0082,1,138.33,toys
I000006044,O_GHOST_39333,P0032,3,337.79,home_garden
I000006101,O_GHOST_34191,P0358,2,353.42,electronics
I000006105,O_GHOST_24226,P0480,5,35.23,beauty
I000003267,O0001110,P0183,4,395.66,beauty
I000001397,O0000473,P0441,5,141.59,food_drink
I000000009,O0000003,P0154,5,50.12,toys
I000000742,O0000258,P0205,5,435.89,home_garden
I000000356,O0000124,P0240,5,155.8,clothing
I000001702,O0000578,P0154,8,236.79,books
I000002537,O0000856,P0350,4,177.5,beauty
I000005565,O0001876,P0041,9,24.47,electronics
I000001123,O0000383,P0320,5,246.7,sports
I000003155,O0001072,P0129,1,342.23,electronics
I000006195,O_GHOST_92049,P0201,7,410.44,food_drink
I000000926,O0000316,P0019,8,449.74,food_drink
I000001330,O0000450,P0016,1,361.98,toys
I000004072,O0001389,P0242,7,499.16,sports
I000004326,O0001477,P0431,4,365.66,beauty
I000004769,O0001619,P0080,6,24.49,beauty
I000000537,O0000186,P0292,8,404.36,food_drink
I000005935,O0001988,P0189,7,176.82,home_garden
I000006175,O_GHOST_55907,P0450,4,366.61,sports
I000003540,O0001203,P0044,7,453.9,food_drink
I000006092,O_GHOST_10908,P0413,8,254.62,clothing
I000005691,O0001919,P0139,3,6.77,home_garden
I000002560,O0000863,P0286,3,87.56,sports
I000003584,O0001219,P0027,5,137.96,sports
I000003485,O0001178,P0473,2,57.04,food_drink
I000006184,O_GHOST_90429,P0221,9,328.01,electronics
I000003753,O0001276,P0384,5,78.28,beauty
I000005077,O0001721,P0219,5,451.26,home_garden
I000005822,O0001955,P0147,4,341.93,clothing
I000006114,O_GHOST_30215,P0304,7,66.33,home_garden
I000006059,O_GHOST_08350,P0208,1,218.45,toys
I000003867,O0001318,P0474,9,265.14,food_drink
I000001241,O0000418,P0312,3,191.84,electronics
I000002008,O0000679,P0243,6,383.91,clothing
I000004245,O0001451,P0226,3,163.68,food_drink
I000002909,O0000978,P0488,9,181.46,sports
I000000040,O0000016,P0059,8,332.66,beauty
I000002724,O0000919,P0376,4,233.45,electronics
I000000143,O0000054,P0451,6,175.54,food_drink
I000003734,O0001270,P0210,1,74.39,books
I000002042,O0000688,P0152,2,484.72,toys
I000002819,O0000948,P0329,4,416.94,books
I000002718,O0000917,P0429,9,482.22,beauty
I000000738,O0000258,P0081,9,318.03,clothing
I000004179,O0001428,P0465,2,389.67,sports
I000005782,O0001942,P0045,8,96.0,clothing
I000002714,O0000916,P0357,7,463.82,toys
I000004133,O0001409,P0158,6,296.37,home_garden
I000005625,O0001894,P0400,4,159.95,sports
I000006058,O_GHOST_20681,P0351,7,422.54,beauty
I000004624,O0001571,P0008,4,294.08,food_drink
I000004664,O0001586,P0301,8,180.42,sports
I000000723,O0000253,P0434,8,442.47,home_garden
I000002576,O0000867,P0141,6,355.19,books
I000002836,O0000952,P0418,7,301.0,books
I000001595,O0000543,P0119,5,438.14,books
I000000316,O0000110,P0126,6,489.36,clothing
I000005237,O0001772,P0020,5,78.36,toys
I000000545,O0000192,P0364,8,10.69,toys
I000003241,O0001101,P0270,7,219.83,food_drink
I000002793,O0000939,P0204,6,292.58,beauty
I000000962,O0000326,P0174,6,310.73,food_drink
I000006051,O_GHOST_65765,P0003,2,282.64,beauty
I000000785,O0000272,P0383,9,34.75,home_garden
I000001747,O0000595,P0486,1,30.58,books
I000000146,O0000054,P0395,2,207.98,food_drink
I000003308,O0001123,P0206,5,165.83,sports
I000001141,O0000388,P0185,3,147.88,food_drink
I000001091,O0000373,P0307,1,123.78,food_drink
I000005276,O0001785,P0452,2,57.22,home_garden
I000005184,O0001753,P0357,4,108.89,clothing
I000004150,O0001417,P0097,5,22.15,books
I000001802,O0000613,P0275,3,242.78,electronics
I000000309,O0000108,P0155,8,150.46,toys
I000002501,O0000845,P0350,6,42.48,beauty
I000005424,O0001831,P0088,5,45.7,sports
I000000891,O0000307,P0425,8,59.44,books
I000000779,O0000269,P0366,4,381.25,toys
I000006022,O_GHOST_35488,P0292,7,115.62,sports
I000000145,O0000054,P0263,1,305.37,home_garden
I000002133,O0000719,P0339,1,349.03,clothing
I000003329,O0001128,P0149,8,62.89,home_garden
I000000035,O0000014,P0005,4,436.75,beauty
I000005563,O0001875,P0111,9,250.15,clothing
I000001705,O0000579,P0378,7,490.44,home_garden
I000001185,O0000403,P0316,1,281.47,food_drink
I000002171,O0000734,P0269,3,215.21,sports
I000003313,O0001125,P0442,7,329.32,books
I000001039,O0000358,P0498,6,453.33,sports
I000005802,O0001949,P0385,1,203.62,sports
I000005530,O0001865,P0147,8,21.54,food_drink
I000002033,O0000685,P0308,9,96.01,sports
I000002489,O0000842,P0347,2,464.51,books
I000005991,O_GHOST_35343,P0321,7,319.68,electronics
I000002791,O0000939,P0339,1,313.8,home_garden
I000002035,O0000686,P0161,4,301.03,electronics
I000002527,O0000853,P0411,6,293.99,toys
I000002814,O0000947,P0010,6,150.32,food_drink
I000002079,O0000700,P0345,8,277.94,books
I000004498,O0001529,P0238,3,212.39,clothing
I000005409,O0001827,P0453,6,5.8,toys
I000002000,O0000677,P0069,3,111.83,sports
I000001175,O0000401,P0196,8,166.22,books
I000004636,O0001574,P0191,6,118.46,food_drink
I000006109,O_GHOST_44084,P0439,2,349.49,sports
I000001439,O0000489,P0136,5,292.16,beauty
I000002796,O0000940,P0039,1,154.11,home_garden
I000002901,O0000975,P0262,3,281.63,toys
I000004920,O0001666,P0466,9,144.62,beauty
I000003095,O0001049,P0396,5,317.72,books
I000003058,O0001036,P0494,1,10.49,food_drink
I000000347,O0000122,P0254,9,235.93,clothing
I000000069,O0000029,P0343,5,444.35,sports
I000003430,O0001158,P0267,7,195.74,books
I000000894,O0000307,P0111,8,266.01,beauty
I000005057,O0001715,P0354,1,424.0,sports
I000003685,O0001254,P0375,7,300.67,books
I000000321,O0000111,P0362,8,391.39,toys
I000004106,O0001400,P0089,5,308.04,toys
I000001420,O0000482,P0010,4,35.54,sports
I000000303,O0000106,P0047,3,192.48,clothing
I000005128,O0001736,P0368,3,395.42,food_drink
I000001007,O0000347,P0124,8,60.25,food_drink
I000005808,O0001951,P0059,3,498.78,sports
I000006138,O_GHOST_53132,P0060,4,151.92,beauty
I000006102,O_GHOST_59516,P0235,6,126.09,home_garden
I000005320,O0001799,P0234,3,89.87,clothing
I000001119,O0000381,P0322,2,72.95,toys
I000006196,O_GHOST_43900,P0033,8,414.19,toys
I000001900,O0000643,P0059,6,69.13,electronics
I000004847,O0001644,P0086,5,380.71,sports
I000001160,O0000394,P0046,8,384.16,toys
I000003668,O0001249,P0448,8,201.6,electronics
I000000308,O0000108,P0333,5,453.04,clothing
I000005513,O0001860,P0009,1,119.24,sports
I000001822,O0000619,P0172,6,181.96,sports
I000000059,O0000026,P0323,5,324.63,food_drink
I000006136,O_GHOST_49636,P0259,8,332.33,beauty
I000002270,O0000770,P0150,8,494.05,beauty
I000001785,O0000608,P0303,5,131.7,books
I000000421,O0000148,P0173,2,271.24,sports
I000002965,O0000997,P0300,4,24.87,beauty
I000005594,O0001885,P0458,9,220.16,electronics
I000003598,O0001223,P0165,5,415.16,sports
I000004991,O0001692,P0331,6,376.79,sports
I000005465,O0001843,P0186,8,154.3,toys
I000005088,O0001725,P0009,7,414.74,food_drink
I000005959,O0001996,P0123,3,371.45,sports
I000003825,O0001301,P0421,6,273.49,food_drink
I000002378,O0000806,P0165,6,32.19,home_garden
I000004244,O0001450,P0252,9,367.04,electronics
I000005235,O0001772,P0444,5,346.06,toys
I000005390,O0001823,P0103,7,343.89,home_garden
I000004623,O0001571,P0462,1,242.6,food_drink
I000000411,O0000146,P0156,2,460.66,sports
I000005987,O_GHOST_66084,P0039,3,48.97,toys
I000005156,O0001744,P0017,7,67.3,clothing
I000004986,O0001691,P0202,4,164.71,clothing
I000000805,O0000279,P0439,1,425.09,electronics
I000004796,O0001627,P0418,9,385.82,books
I000001625,O0000552,P0075,3,128.2,books
I000006021,O_GHOST_13502,P0451,7,425.1,sports
I000004611,O0001567,P0041,9,287.88,home_garden
I000004237,O0001448,P0459,6,81.26,home_garden
I000004987,O0001691,P0385,9,361.51,sports
I000000497,O0000174,P0297,8,450.22,home_garden
I000002762,O0000929,P0012,7,330.49,beauty
I000005838,O0001958,P0385,7,239.43,books
I000006107,O_GHOST_34688,P0147,9,28.17,food_drink
I000004941,O0001675,P0491,1,339.72,beauty
I000005069,O0001719,P0041,6,69.65,beauty
I000003986,O0001361,P0326,6,413.55,clothing
I000006087,O_GHOST_60946,P0035,9,226.35,books
I000002377,O0000806,P0192,7,159.79,clothing
I000006121,O_GHOST_22808,P0468,5,344.13,electronics
I000000913,O0000313,P0346,1,406.36,clothing
I000001043,O0000359,P0457,4,227.41,home_garden
I000002155,O0000725,P0258,6,238.11,beauty
I000000013,O0000006,P0418,2,361.41,food_drink
I000002304,O0000782,P0327,2,7.98,books
I000003585,O0001219,P0133,4,169.94,home_garden
I000000490,O0000172,P0414,1,164.69,toys
I000002006,O0000679,P0140,3,297.59,toys
I000005132,O0001737,P0160,3,347.5,toys
I000004262,O0001456,P0285,5,119.43,toys
I000004442,O0001508,P0066,3,47.85,food_drink
I000005528,O0001865,P0131,7,434.28,clothing
I000003339,O0001132,P0111,3,13.68,beauty
I000000036,O0000014,P0110,1,145.34,clothing
I000001855,O0000630,P0315,1,449.17,home_garden
I000005728,O0001929,P0092,5,281.21,food_drink
I000005425,O0001831,P0317,3,204.7,home_garden
I000000619,O0000216,P0264,4,267.94,home_garden
I000002427,O0000823,P0165,9,109.35,books
I000003815,O0001296,P0224,2,245.71,books
I000004850,O0001645,P0044,2,243.35,books
I000001387,O0000468,P0193,2,180.37,sports
I000002857,O0000960,P0175,3,348.5,home_garden
I000000101,O0000039,P0245,2,448.77,beauty
I000000902,O0000309,P0245,7,103.15,sports
I000004022,O0001373,P0119,7,162.13,electronics
I000002963,O0000997,P0421,7,169.71,food_drink
I000005108,O0001731,P0146,4,421.68,sports
I000005616,O0001891,P0372,8,341.19,electronics
I000001805,O0000614,P0133,4,263.98,toys
I000001949,O0000661,P0457,4,201.56,toys
I000003583,O0001219,P0404,1,290.29,sports
I000003361,O0001140,P0189,9,227.74,sports
I000002941,O0000991,P0314,5,206.37,beauty
I000000893,O0000307,P0301,2,62.61,clothing
I000004480,O0001523,P0380,7,74.78,food_drink
I000006120,O_GHOST_56020,P0207,3,333.13,electronics
I000006026,O_GHOST_46877,P0146,9,156.0,beauty
I000005591,O0001883,P0157,4,49.5,sports
I000003426,O0001158,P0138,6,279.18,toys
I000000777,O0000269,P0350,8,107.05,beauty
I000004896,O0001659,P0484,8,45.33,books
I000001403,O0000475,P0003,7,387.65,food_drink
I000000121,O0000047,P0075,9,211.19,home_garden
I000006079,O_GHOST_31300,P0278,2,310.93,toys
I000002562,O0000863,P0100,7,102.34,books
I000000287,O0000100,P0319,8,63.23,electronics
I000000342,O0000119,P0005,5,169.69,beauty
I000001966,O0000666,P0132,9,126.4,toys
I000000496,O0000174,P0151,4,70.58,beauty
I000001744,O0000594,P0440,2,152.53,clothing
I000001245,O0000420,P0175,6,259.59,clothing
I000005995,O_GHOST_87907,P0374,7,175.1,clothing
I000004977,O0001689,P0381,7,300.3,food_drink
I000005127,O0001736,P0373,3,150.53,electronics
I000001289,O0000436,P0422,4,463.17,beauty
I000005244,O0001774,P0468,8,178.78,beauty
I000004758,O0001615,P0387,4,496.87,toys
I000002620,O0000884,P0110,6,93.84,home_garden
I000002907,O0000978,P0339,3,336.04,clothing
I000005702,O0001921,P0081,1,297.87,electronics
I000004793,O0001627,P0271,5,3.01,electronics
I000000265,O0000092,P0040,9,364.32,toys
I000003998,O0001366,P0219,2,411.76,toys
I000004867,O0001650,P0035,2,304.76,toys
I000004057,O0001384,P0444,9,59.36,home_garden
I000001998,O0000676,P0470,6,215.77,toys
I000004466,O0001518,P0413,6,230.57,sports
I000004828,O0001639,P0190,8,103.57,electronics
I000001821,O0000619,P0105,8,66.11,electronics
I000006123,O_GHOST_97075,P0119,9,198.75,clothing
I000005179,O0001751,P0148,4,299.09,electronics
I000004724,O0001606,P0295,4,213.7,books
I000000288,O0000100,P0218,4,340.07,home_garden
I000005183,O0001753,P0122,5,480.21,toys
I000000229,O0000081,P0069,2,187.44,beauty
I000001327,O0000448,P0313,1,118.55,toys
I000004393,O0001496,P0086,3,216.52,home_garden
I000002640,O0000890,P0074,9,321.5,toys
I000005242,O0001774,P0029,2,73.64,books
I000004126,O0001405,P0054,5,264.35,toys
I000002371,O0000804,P0272,1,17.51,sports
I000003549,O0001207,P0065,8,105.09,food_drink
I000002454,O0000829,P0085,2,353.21,food_drink
I000000690,O0000241,P0282,3,22.78,food_drink
I000003673,O0001250,P0084,3,442.29,sports
I000003595,O0001222,P0466,4,408.28,sports
I000003332,O0001130,P0131,8,499.46,books
I000004792,O0001627,P0319,7,438.17,toys
I000004790,O0001626,P0455,1,365.17,toys
I000001441,O0000489,P0482,2,201.31,sports
I000001703,O0000578,P0283,3,393.81,food_drink
I000002942,O0000991,P0162,4,254.56,food_drink
I000005620,O0001892,P0383,7,176.44,beauty
I000005090,O0001725,P0478,5,289.1,beauty
I000002837,O0000953,P0294,4,422.17,beauty
I000005405,O0001827,P0418,9,8.86,clothing
I000006008,O_GHOST_50397,P0037,8,301.44,books
I000000301,O0000105,P0048,1,37.27,sports
I000001983,O0000670,P0340,8,195.95,sports
I000004562,O0001550,P0267,1,327.61,home_garden
I000001686,O0000571,P0058,4,233.96,books
I000005705,O0001922,P0492,5,380.52,toys
I000003268,O0001110,P0491,7,85.88,home_garden
I000001055,O0000363,P0462,8,202.08,toys
I000003944,O0001348,P0217,1,466.37,sports
I000001115,O0000380,P0281,2,349.43,toys
I000005792,O0001946,P0267,4,484.42,books
I000004044,O0001380,P0297,4,239.31,sports
I000004058,O0001384,P0478,6,38.95,sports
I000001177,O0000401,P0140,8,216.63,home_garden
I000005166,O0001747,P0349,4,320.25,clothing
I000000439,O0000154,P0418,2,450.76,toys
I000001535,O0000520,P0081,6,376.04,sports
I000001926,O0000652,P0370,6,74.47,home_garden
I000005929,O0001987,P0417,1,24.76,books
I000002648,O0000894,P0490,3,234.45,books
I000006143,O_GHOST_49268,P0017,4,207.61,home_garden
I000003841,O0001307,P0355,2,378.83,beauty
I000004087,O0001392,P0199,9,472.58,clothing
I000004993,O0001692,P0470,3,367.76,food_drink
I000002988,O0001007,P0135,5,408.43,home_garden
I000004450,O0001512,P0068,7,131.25,home_garden
I000002645,O0000893,P0343,7,281.46,sports
I000002834,O0000952,P0169,7,190.22,beauty
I000003275,O0001112,P0048,2,155.67,electronics
I000000687,O0000241,P0237,8,399.34,home_garden
I000003395,O0001148,P0391,6,238.53,toys
I000003565,O0001212,P0196,9,269.28,toys
I000001180,O0000402,P0230,6,78.74,food_drink
I000005131,O0001737,P0231,7,124.12,home_garden
I000000396,O0000141,P0444,6,45.01,electronics
I000002430,O0000823,P0491,5,98.28,home_garden
I000004519,O0001535,P0223,5,79.13,books
I000004882,O0001655,P0093,8,277.41,home_garden
I000004561,O0001550,P0177,6,28.04,beauty
I000001872,O0000635,P0125,9,178.44,books
I000004890,O0001658,P0328,3,305.35,clothing
I000002723,O0000919,P0117,3,170.58,clothing
I000002643,O0000893,P0051,9,350.36,beauty
I000005590,O0001883,P0064,7,85.58,electronics
I000001429,O0000484,P0135,4,471.98,home_garden
I000001921,O0000650,P0073,6,193.38,clothing
I000000620,O0000216,P0161,6,347.21,home_garden
I000001090,O0000373,P0471,4,339.42,beauty
I000003894,O0001328,P0486,1,325.37,home_garden
I000005809,O0001951,P0402,5,175.36,clothing
I000006194,O_GHOST_17212,P0286,4,66.79,books
I000001188,O0000404,P0287,7,232.14,beauty
I000001147,O0000389,P0065,8,215.11,electronics
I000001806,O0000614,P0313,8,253.89,food_drink
I000003031,O0001024,P0255,3,24.16,books
I000002099,O0000708,P0238,7,106.3,sports
I000004198,O0001435,P0477,2,305.85,sports
I000005842,O0001960,P0440,3,474.43,clothing
I000000574,O0000201,P0362,7,361.11,home_garden
I000002498,O0000845,P0090,5,17.6,food_drink
I000001809,O0000615,P0009,8,198.83,electronics
I000005970,O0002000,P0037,1,421.25,beauty
I000004715,O0001604,P0064,5,445.11,home_garden
I000004467,O0001518,P0345,3,467.49,sports
I000003148,O0001070,P0045,8,97.68,beauty
I000000668,O0000233,P0151,7,453.68,clothing
I000002001,O0000677,P0480,7,370.4,toys
I000005919,O0001983,P0243,1,197.11,toys
I000005770,O0001939,P0120,5,268.97,clothing
I000005973,O_GHOST_75206,P0154,2,390.8,toys
I000000060,O0000026,P0043,4,113.12,home_garden
I000000685,O0000240,P0342,3,280.26,clothing
I000003410,O0001151,P0198,3,240.79,beauty
I000006063,O_GHOST_89632,P0116,7,397.46,food_drink
I000004723,O0001606,P0459,9,283.53,home_garden
I000001534,O0000520,P0391,9,406.91,home_garden
I000005289,O0001789,P0427,6,462.83,electronics
I000002278,O0000773,P0175,3,407.41,electronics
I000001856,O0000630,P0233,1,175.59,books
I000000066,O0000028,P0183,5,85.03,home_garden
I000002309,O0000784,P0374,7,315.77,electronics
I000005621,O0001892,P0056,8,207.9,sports
I000000994,O0000341,P0484,6,334.74,food_drink
I000002499,O0000845,P0176,8,262.85,beauty
I000000175,O0000064,P0001,1,491.23,beauty
I000006085,O_GHOST_35779,P0473,5,485.29,electronics
I000003391,O0001147,P0438,9,428.08,books
I000002462,O0000833,P0176,2,396.87,electronics
I000001233,O0000416,P0217,4,230.85,food_drink
I000003305,O0001123,P0147,7,188.93,home_garden
I000004479,O0001523,P0364,1,233.16,home_garden
I000003013,O0001017,P0226,2,397.37,electronics
I000002811,O0000946,P0317,6,116.9,electronics
I000005741,O0001932,P0096,1,407.18,toys
I000004946,O0001677,P0339,9,25.28,home_garden
I000005358,O0001814,P0403,3,346.88,home_garden
I000002083,O0000702,P0088,1,241.07,books
I000001736,O0000590,P0120,6,295.84,toys
I000003255,O0001106,P0399,7,278.88,books
I000005846,O0001960,P0453,3,453.28,electronics
I000003802,O0001292,P0107,9,364.78,beauty
I000004465,O0001518,P0013,6,280.01,clothing
I000001840,O0000624,P0422,9,227.15,sports
I000001078,O0000369,P0329,8,232.29,sports
I000006036,O_GHOST_75951,P0193,7,298.62,home_garden
I000005483,O0001850,P0379,5,247.48,toys
I000001075,O0000369,P0045,3,395.28,sports
I000005052,O0001714,P0138,1,254.9,home_garden
I000001648,O0000560,P0356,6,32.82,home_garden
I000000202,O0000071,P0444,1,136.92,electronics
I000006065,O_GHOST_80843,P0277,6,409.89,home_garden
I000005512,O0001860,P0043,5,361.22,beauty
I000000928,O0000316,P0168,4,38.12,home_garden
I000003613,O0001229,P0170,3,290.48,electronics
I000005229,O0001770,P0475,2,390.87,clothing
I000003918,O0001336,P0312,3,459.77,home_garden
I000005979,O_GHOST_37661,P0317,7,376.76,electronics
I000004500,O0001529,P0480,9,339.6,home_garden
I000003615,O0001229,P0030,2,347.11,sports
I000001956,O0000664,P0360,2,192.85,home_garden
I000001382,O0000467,P0348,2,12.53,electronics
I000005482,O0001850,P0433,8,314.16,beauty
I000005441,O0001835,P0274,1,74.57,electronics
I000002681,O0000907,P0347,9,439.57,home_garden
I000005586,O0001882,P0200,9,325.92,toys
I000005231,O0001770,P0067,4,104.44,beauty
I000005277,O0001786,P0360,7,392.81,beauty
I000004046,O0001381,P0228,1,493.71,food_drink
I000004124,O0001405,P0146,3,339.52,clothing
I000003839,O0001307,P0021,8,27.77,electronics
I000004791,O0001626,P0136,6,63.06,toys
I000004613,O0001568,P0009,1,52.51,toys
I000004041,O0001380,P0394,3,287.57,sports
I000002431,O0000824,P0221,2,109.23,food_drink
I000005529,O0001865,P0379,7,56.48,sports
I000001837,O0000623,P0379,2,155.81,sports
I000004294,O0001466,P0006,6,198.92,electronics
I000005597,O0001885,P0230,2,408.56,books
I000001389,O0000468,P0030,2,23.93,clothing
I000000741,O0000258,P0134,7,252.53,food_drink
I000000996,O0000342,P0239,5,109.46,clothing
I000003362,O0001140,P0409,8,137.33,clothing
I000006146,O_GHOST_77265,P0393,7,31.67,beauty
I000001231,O0000416,P0090,9,407.59,electronics
I000002417,O0000820,P0036,1,95.49,beauty
I000006012,O_GHOST_95400,P0177,9,296.64,electronics
I000005319,O0001799,P0478,2,167.14,beauty
I000001427,O0000484,P0172,1,268.0,home_garden
I000003617,O0001229,P0030,3,34.99,beauty
I000001611,O0000547,P0295,5,278.09,sports
I000005471,O0001845,P0015,6,398.63,toys
I000005601,O0001887,P0204,6,303.24,beauty
I000001890,O0000640,P0401,2,174.6,food_drink
I000004960,O0001682,P0061,3,74.74,beauty
I000002861,O0000962,P0350,1,486.5,clothing
I000003733,O0001269,P0007,3,113.35,home_garden
I000003885,O0001325,P0155,5,168.02,sports
I000004794,O0001627,P0013,2,277.25,food_drink
I000005730,O0001929,P0318,4,17.58,food_drink
I000002719,O0000917,P0256,3,474.31,clothing
I000002795,O0000940,P0149,5,422.47,books
I000004381,O0001493,P0390,3,220.87,electronics
I000002474,O0000836,P0289,5,197.95,food_drink
I000001824,O0000620,P0326,7,485.2,home_garden
I000004698,O0001600,P0350,7,257.22,toys
I000004626,O0001571,P0475,1,493.71,electronics
I000000831,O0000288,P0416,4,236.69,food_drink
I000003712,O0001263,P0433,3,385.09,books
I000006090,O_GHOST_10243,P0328,7,495.72,home_garden
I000004550,O0001547,P0108,2,203.11,sports
I000005194,O0001757,P0046,6,490.93,clothing
I000003015,O0001017,P0300,1,127.46,toys
I000002473,O0000836,P0230,7,201.71,sports
I000000892,O0000307,P0270,2,390.6,home_garden
I000004363,O0001487,P0353,9,138.76,books
I000001042,O0000359,P0460,7,94.68,clothing
I000002899,O0000975,P0012,1,149.94,sports
I000006075,O_GHOST_73997,P0477,7,116.24,electronics
I000004593,O0001562,P0344,5,30.8,beauty
I000002271,O0000770,P0364,7,168.1,food_drink
I000006167,O_GHOST_62245,P0368,9,11.16,clothing
I000003740,O0001271,P0313,8,74.3,sports
I000004865,O0001650,P0148,5,407.1,electronics
I000002579,O0000868,P0007,5,5.87,beauty
I000004961,O0001682,P0295,3,172.58,electronics
I000004615,O0001568,P0332,9,198.2,electronics
I000001349,O0000455,P0053,8,269.27,toys
I000002944,O0000991,P0068,5,3.56,books
I000005577,O0001879,P0367,4,340.5,toys
I000001700,O0000578,P0398,6,331.2,beauty
I000000336,O0000117,P0177,1,499.61,food_drink
I000002449,O0000828,P0192,7,242.61,books
I000002217,O0000752,P0203,5,97.55,sports
I000005750,O0001934,P0179,4,395.83,books
I000001465,O0000497,P0165,2,232.23,toys
I000002063,O0000696,P0054,4,23.13,sports
I000000151,O0000056,P0324,9,397.31,electronics
I000000319,O0000111,P0354,8,337.96,books
I000000859,O0000298,P0064,5,440.22,beauty
